일자,종가,대비,등락률,시가,고가,저가,거래량,거래대금,상장시가총액
2025-01-31,2517.37,-19.43,-0.77,2534.33,2537.98,2496.95,454403,1.38E+07,2.06E+09
2025-01-24,2536.8,21.31,0.85,2529.29,2542.83,2522.64,602015,1.02E+07,2.07E+09
2025-01-23,2515.49,-31.57,-1.24,2541.24,2541.6,2515.49,609742,9907821,2.06E+09
2025-01-22,2547.06,29.03,1.15,2535.8,2552.57,2526.89,583737,1.11E+07,2.08E+09
2025-01-21,2518.03,-2.02,-0.08,2533.23,2548.44,2507.95,572011,9323574,2.06E+09
2025-01-20,2520.05,-3.5,-0.14,2533.68,2536.72,2516.28,437546,8663519,2.06E+09
2025-01-17,2523.55,-3.94,-0.16,2520.85,2528.48,2513.84,445885,1.00E+07,2.06E+09
2025-01-16,2527.49,30.68,1.23,2528.27,2534.01,2519.86,451063,9432261,2.07E+09
2025-01-15,2496.81,-0.59,-0.02,2511.07,2524.36,2493.1,538534,9176244,2.04E+09
2025-01-14,2497.4,7.84,0.31,2501.49,2504.89,2482.74,414488,8199245,2.04E+09
2025-01-13,2489.56,-26.22,-1.04,2508.15,2513.93,2483.73,578565,9049053,2.04E+09
2025-01-10,2515.78,-6.12,-0.24,2528.42,2535.24,2506.29,377587,9691008,2.06E+09
2025-01-09,2521.9,0.85,0.03,2526.1,2535.87,2515.82,404290,1.15E+07,2.06E+09
2025-01-08,2521.05,28.95,1.16,2481.25,2526.77,2481.25,362909,1.04E+07,2.06E+09
2025-01-07,2492.1,3.46,0.14,2513.49,2521.86,2492.09,407693,9405964,2.04E+09
2025-01-06,2488.64,46.72,1.91,2453.3,2489.1,2446.82,302761,8142308,2.04E+09
2025-01-03,2441.92,42.98,1.79,2402.58,2454.67,2402.58,407536,8230070,2.00E+09
2025-01-02,2398.94,-0.55,-0.02,2400.87,2410.99,2386.84,350692,6958649,1.96E+09
2024-12-30,2399.49,-5.28,-0.22,2397.49,2429.75,2390.44,303964,5315451,1.96E+09
2024-12-27,2404.77,-24.9,-1.02,2419.46,2423.86,2388.33,311291,6339607,1.97E+09
2024-12-26,2429.67,-10.85,-0.44,2449.52,2449.52,2428.82,322800,6410407,1.99E+09
2024-12-24,2440.52,-1.49,-0.06,2450.55,2452.85,2432.42,386778,6740790,2.00E+09
2024-12-23,2442.01,37.86,1.57,2423.36,2446.97,2413.62,428167,7375540,2.00E+09
2024-12-20,2404.15,-31.78,-1.3,2429.63,2430.69,2389.86,617782,9347348,1.97E+09
2024-12-19,2435.93,-48.5,-1.95,2426.55,2450.05,2423.59,504467,8443750,1.99E+09
2024-12-18,2484.43,27.62,1.12,2463.06,2492,2462.82,441678,8338566,2.03E+09
2024-12-17,2456.81,-32.16,-1.29,2487.31,2487.31,2455.05,559040,9284836,2.01E+09
2024-12-16,2488.97,-5.49,-0.22,2511.08,2515.62,2483.43,526708,8466422,2.04E+09
2024-12-13,2494.46,12.34,0.5,2473.75,2500.32,2470.24,577737,8849455,2.04E+09
2024-12-12,2482.12,39.61,1.62,2456.63,2487.95,2448.76,664187,1.23E+07,2.03E+09
2024-12-11,2442.51,24.67,1.02,2412.15,2443.34,2411.38,617716,7745861,2.00E+09
2024-12-10,2417.84,57.26,2.43,2384.51,2419.06,2384.51,598770,9303804,1.98E+09
2024-12-09,2360.58,-67.58,-2.78,2392.37,2399.52,2360.18,591644,1.00E+07,1.93E+09
2024-12-06,2428.16,-13.69,-0.56,2451.6,2459.24,2397.73,630409,1.07E+07,1.99E+09
2024-12-05,2441.85,-22.15,-0.9,2471.45,2471.45,2434.78,519352,9720716,2.00E+09
2024-12-04,2464,-36.1,-1.44,2450.76,2483.04,2442.46,670284,1.33E+07,2.02E+09
2024-12-03,2500.1,45.62,1.86,2472.06,2500.67,2471.55,324138,9145173,2.05E+09
2024-12-02,2454.48,-1.43,-0.06,2479.02,2483.29,2448.45,328110,7591740,2.01E+09
2024-11-29,2455.91,-48.76,-1.95,2496.93,2496.93,2446.96,384278,9106482,2.01E+09
2024-11-28,2504.67,1.61,0.06,2499.69,2513.63,2495.64,342571,7572753,2.05E+09
2024-11-27,2503.06,-17.3,-0.69,2518.82,2526.32,2498.32,414339,8586049,2.05E+09
2024-11-26,2520.36,-13.98,-0.55,2521.39,2526.62,2512.21,441709,8709923,2.06E+09
2024-11-25,2534.34,33.1,1.32,2524.11,2541.76,2517.98,564692,1.35E+07,2.08E+09
2024-11-22,2501.24,20.61,0.83,2493.42,2511.23,2492.21,543518,8017171,2.05E+09
2024-11-21,2480.63,-1.66,-0.07,2474.62,2496.97,2474.62,451119,8356409,2.03E+09
2024-11-20,2482.29,10.34,0.42,2475.76,2489.15,2471.79,408790,7820085,2.03E+09
2024-11-19,2471.95,2.88,0.12,2469.13,2479.39,2465.15,410856,9085861,2.02E+09
2024-11-18,2469.07,52.21,2.16,2440.31,2480.01,2437.53,443926,1.06E+07,2.02E+09
2024-11-15,2416.86,-2,-0.08,2413.05,2433.18,2390.56,623327,1.24E+07,1.97E+09
2024-11-14,2418.86,1.78,0.07,2430.26,2441.43,2410.93,639990,1.30E+07,1.97E+09
2024-11-13,2417.08,-65.49,-2.64,2468.27,2478.87,2415.77,619176,1.12E+07,1.97E+09
2024-11-12,2482.57,-49.09,-1.94,2527.94,2532.44,2481.53,735813,1.28E+07,2.02E+09
2024-11-11,2531.66,-29.49,-1.15,2562.05,2562.05,2525.56,572197,1.13E+07,2.06E+09
2024-11-08,2561.15,-3.48,-0.14,2586.7,2593.15,2553.42,448734,9921212,2.09E+09
2024-11-07,2564.63,1.12,0.04,2557.23,2579.81,2540.48,465146,1.08E+07,2.09E+09
2024-11-06,2563.51,-13.37,-0.52,2591.9,2592.75,2544.04,548506,1.18E+07,2.09E+09
2024-11-05,2576.88,-12.09,-0.47,2570.24,2586.73,2564.66,310875,7716008,2.10E+09
2024-11-04,2588.97,46.61,1.83,2549.04,2588.97,2542.68,373943,8064749,2.11E+09
2024-11-01,2542.36,-13.79,-0.54,2542.96,2559.3,2536.84,319849,7944318,2.07E+09
2024-10-31,2556.15,-37.64,-1.45,2575.24,2579.65,2552.36,406613,1.10E+07,2.08E+09
2024-10-30,2593.79,-24.01,-0.92,2606.99,2613.47,2586.88,487359,9067046,2.11E+09
2024-10-29,2617.8,5.37,0.21,2606.94,2617.8,2595.86,363290,9341171,2.13E+09
2024-10-28,2612.43,29.16,1.13,2588.45,2612.96,2587.2,333736,9133006,2.13E+09
2024-10-25,2583.27,2.24,0.09,2597.44,2611.27,2577,462898,1.03E+07,2.11E+09
2024-10-24,2581.03,-18.59,-0.72,2591.69,2600.26,2578.8,343098,9733937,2.10E+09
2024-10-23,2599.62,28.92,1.12,2575.25,2607.79,2567.42,352421,9430155,2.12E+09
2024-10-22,2570.7,-34.22,-1.31,2600.87,2604.16,2564.46,343318,8958061,2.10E+09
2024-10-21,2604.92,11.1,0.43,2600.77,2618.71,2594.05,240675,7757214,2.12E+09
2024-10-18,2593.82,-15.48,-0.59,2616.04,2618.32,2587.96,265201,8274854,2.12E+09
2024-10-17,2609.3,-1.06,-0.04,2620.74,2622.71,2603.52,331265,9953645,2.13E+09
2024-10-16,2610.36,-23.09,-0.88,2606.7,2622.33,2601.35,437553,1.01E+07,2.13E+09
2024-10-15,2633.45,10.16,0.39,2632.37,2635.32,2615.47,438293,1.01E+07,2.15E+09
2024-10-14,2623.29,26.38,1.02,2602.63,2628.54,2602.63,401706,8525414,2.14E+09
2024-10-11,2596.91,-2.25,-0.09,2612.02,2621.93,2594.43,491276,9548436,2.12E+09
2024-10-10,2599.16,4.8,0.19,2611.65,2613.61,2596.86,618560,1.39E+07,2.12E+09
2024-10-08,2594.36,-16.02,-0.61,2592.65,2601.96,2581.79,318240,9168276,2.12E+09
2024-10-07,2610.38,40.67,1.58,2579.2,2611.93,2561.46,343671,1.04E+07,2.13E+09
2024-10-04,2569.71,8.02,0.31,2563.7,2585.59,2555.57,414329,1.00E+07,2.10E+09
2024-10-02,2561.69,-31.58,-1.22,2566.55,2591.61,2555.46,351004,9607877,2.09E+09
2024-09-30,2593.27,-56.51,-2.13,2665.24,2668.66,2593.27,358916,1.08E+07,2.12E+09
2024-09-27,2649.78,-21.79,-0.82,2674.58,2681.45,2649.78,413004,1.20E+07,2.16E+09
2024-09-26,2671.57,75.25,2.9,2630.91,2671.57,2630.3,324889,1.16E+07,2.18E+09
2024-09-25,2596.32,-35.36,-1.34,2652.71,2663.36,2596.32,454472,1.17E+07,2.12E+09
2024-09-24,2631.68,29.67,1.14,2612.45,2631.68,2597.81,355097,1.03E+07,2.15E+09
2024-09-23,2602.01,8.64,0.33,2596.47,2603.57,2588.49,339140,9526459,2.12E+09
2024-09-20,2593.37,12.57,0.49,2603.83,2619.55,2591.4,495964,1.43E+07,2.12E+09
2024-09-19,2580.8,5.39,0.21,2594.67,2598.68,2550.09,385081,1.29E+07,2.11E+09
2024-09-13,2575.41,3.32,0.13,2571.81,2584.11,2562.91,358263,8422029,2.10E+09
2024-09-12,2572.09,58.72,2.34,2547.5,2572.09,2537.87,340479,1.13E+07,2.10E+09
2024-09-11,2513.37,-10.06,-0.4,2524.86,2526.13,2493.37,302561,9623016,2.05E+09
2024-09-10,2523.43,-12.5,-0.49,2542.69,2544.83,2522.48,347650,8421867,2.06E+09
2024-09-09,2535.93,-8.35,-0.33,2498.67,2543.22,2491.3,270231,7454381,2.07E+09
2024-09-06,2544.28,-31.22,-1.21,2576.66,2576.94,2529.31,374782,8685310,2.08E+09
2024-09-05,2575.5,-5.3,-0.21,2598.36,2615.8,2560.65,379003,1.02E+07,2.10E+09
2024-09-04,2580.8,-83.83,-3.15,2589.94,2608.13,2578.07,455469,1.14E+07,2.11E+09
2024-09-03,2664.63,-16.37,-0.61,2683.12,2695.59,2664.63,303460,8978417,2.18E+09
2024-09-02,2681,6.69,0.25,2683.8,2686.98,2658.31,266993,8669963,2.19E+09
2024-08-30,2674.31,12.03,0.45,2676.72,2686.51,2668.66,278845,1.03E+07,2.19E+09
2024-08-29,2662.28,-27.55,-1.02,2657.18,2672.9,2649.56,288836,1.15E+07,2.18E+09
2024-08-28,2689.83,0.58,0.02,2690.59,2695.51,2671.59,280774,1.06E+07,2.20E+09
2024-08-27,2689.25,-8.76,-0.32,2696.24,2700.18,2681.92,264057,8050720,2.20E+09
2024-08-26,2698.01,-3.68,-0.14,2716.88,2718.47,2688.79,333688,9087411,2.21E+09
2024-08-23,2701.69,-5.98,-0.22,2690.8,2712.84,2689.54,330592,8285768,2.21E+09
2024-08-22,2707.67,6.54,0.24,2710.95,2711.38,2690.35,441756,8946317,2.22E+09
2024-08-21,2701.13,4.5,0.17,2687.2,2704.98,2684.61,417330,9378558,2.21E+09
2024-08-20,2696.63,22.27,0.83,2699.74,2706.05,2686.06,484188,8954163,2.21E+09
2024-08-19,2674.36,-22.87,-0.85,2697.97,2699.84,2664.28,395637,9262568,2.19E+09
2024-08-16,2697.23,52.73,1.99,2695.49,2699.61,2680.74,385852,1.12E+07,2.21E+09
2024-08-14,2644.5,23,0.88,2649.11,2653.71,2632.44,328748,8867077,2.16E+09
2024-08-13,2621.5,3.2,0.12,2624.5,2636.12,2607.52,378532,8965946,2.15E+09
2024-08-12,2618.3,29.87,1.15,2602.16,2622.86,2602.01,293084,7601222,2.14E+09
2024-08-09,2588.43,31.7,1.24,2603.08,2603.08,2575.9,475012,9721687,2.12E+09
2024-08-08,2556.73,-11.68,-0.45,2530.21,2570.34,2518.52,495299,1.15E+07,2.09E+09
2024-08-07,2568.41,46.26,1.83,2515.27,2594.83,2510.82,476991,1.31E+07,2.10E+09
2024-08-06,2522.15,80.6,3.3,2533.34,2578.77,2491.47,567266,1.55E+07,2.06E+09
2024-08-05,2441.55,-234.64,-8.77,2611.3,2611.3,2386.96,763778,1.88E+07,2.00E+09
2024-08-02,2676.19,-101.49,-3.65,2719.39,2725.05,2666.4,531785,1.31E+07,2.19E+09
2024-08-01,2777.68,6.99,0.25,2787.27,2794.11,2772.97,480834,1.09E+07,2.27E+09
2024-07-31,2770.69,32.5,1.19,2745.58,2770.7,2733.63,557090,1.22E+07,2.26E+09
2024-07-30,2738.19,-27.34,-0.99,2744.4,2754.53,2732.82,392868,1.02E+07,2.24E+09
2024-07-29,2765.53,33.63,1.23,2748.32,2776.86,2742.69,456516,1.10E+07,2.26E+09
2024-07-26,2731.9,21.25,0.78,2724.99,2738.4,2715.75,516468,1.30E+07,2.23E+09
2024-07-25,2710.65,-48.06,-1.74,2721.29,2725.15,2703.86,440318,1.37E+07,2.21E+09
2024-07-24,2758.71,-15.58,-0.56,2755.5,2778.31,2748.65,469221,1.11E+07,2.25E+09
2024-07-23,2774.29,10.78,0.39,2788.83,2796.92,2765.81,423403,1.15E+07,2.27E+09
2024-07-22,2763.51,-31.95,-1.14,2790.99,2795.12,2752.63,463878,1.05E+07,2.26E+09
2024-07-19,2795.46,-28.89,-1.02,2800.21,2802.68,2776.99,426208,9585235,2.28E+09
2024-07-18,2824.35,-18.94,-0.67,2805.64,2824.35,2799.02,658375,1.55E+07,2.30E+09
2024-07-17,2843.29,-22.8,-0.8,2865.9,2868.58,2841.33,549094,1.39E+07,2.32E+09
2024-07-16,2866.09,5.17,0.18,2861.71,2872.21,2857.07,677905,1.27E+07,2.34E+09
2024-07-15,2860.92,3.92,0.14,2869.15,2872.9,2848.93,424458,1.22E+07,2.33E+09
2024-07-12,2857,-34.35,-1.19,2867.75,2872.25,2844.88,408178,1.41E+07,2.33E+09
2024-07-11,2891.35,23.36,0.81,2888.76,2896.43,2879.28,462217,1.46E+07,2.36E+09
2024-07-10,2867.99,0.61,0.02,2863.05,2871.56,2858.87,472473,1.18E+07,2.34E+09
2024-07-09,2867.38,9.62,0.34,2872.63,2875.37,2854.13,456429,1.12E+07,2.34E+09
2024-07-08,2857.76,-4.47,-0.16,2862.58,2868.99,2855.53,425056,9938577,2.34E+09
2024-07-05,2862.23,37.29,1.32,2836.21,2871.96,2836.21,378159,1.31E+07,2.34E+09
2024-07-04,2824.94,30.93,1.11,2817.06,2824.94,2808.88,393739,1.31E+07,2.31E+09
2024-07-03,2794.01,13.15,0.47,2797.14,2799.7,2774.71,340338,1.02E+07,2.28E+09
2024-07-02,2780.86,-23.45,-0.84,2798.65,2805.42,2776.62,538842,1.16E+07,2.27E+09
2024-07-01,2804.31,6.49,0.23,2792.96,2805.95,2783.98,459218,9945337,2.29E+09
2024-06-28,2797.82,13.76,0.49,2792.79,2797.82,2782.4,610550,1.10E+07,2.28E+09
2024-06-27,2784.06,-7.99,-0.29,2767.62,2784.33,2761.55,397169,1.03E+07,2.27E+09
2024-06-26,2792.05,17.66,0.64,2767.43,2792.07,2762.98,535034,1.13E+07,2.28E+09
2024-06-25,2774.39,9.66,0.35,2765.76,2780.42,2765.76,714242,1.18E+07,2.27E+09
2024-06-24,2764.73,-19.53,-0.7,2772.85,2782.9,2758.09,594166,1.11E+07,2.26E+09
2024-06-21,2784.26,-23.37,-0.83,2794.87,2797,2777.33,631143,1.45E+07,2.27E+09
2024-06-20,2807.63,10.3,0.37,2802.1,2812.62,2796.37,758166,1.36E+07,2.29E+09
2024-06-19,2797.33,33.41,1.21,2786.16,2799.32,2786.16,646706,1.41E+07,2.28E+09
2024-06-18,2763.92,19.82,0.72,2765.7,2772.35,2759.03,561975,1.33E+07,2.25E+09
2024-06-17,2744.1,-14.32,-0.52,2754.83,2759.86,2741.03,593985,1.25E+07,2.24E+09
2024-06-14,2758.42,3.53,0.13,2759.22,2769.16,2750.86,644979,1.62E+07,2.25E+09
2024-06-13,2754.89,26.72,0.98,2764.18,2776.72,2752.61,700027,1.91E+07,2.25E+09
2024-06-12,2728.17,22.85,0.84,2709.65,2730.3,2707.44,511009,1.18E+07,2.22E+09
2024-06-11,2705.32,4.15,0.15,2716.72,2718.88,2702.17,558893,1.18E+07,2.21E+09
2024-06-10,2701.17,-21.5,-0.79,2698.71,2718.89,2689.19,506892,1.13E+07,2.20E+09
2024-06-07,2722.67,33.17,1.23,2718.25,2729.63,2705.23,783871,1.25E+07,2.22E+09
2024-06-05,2689.5,27.4,1.03,2681.11,2697.43,2667.63,881481,1.36E+07,2.19E+09
2024-06-04,2662.1,-20.42,-0.76,2668.73,2679.47,2659.43,773460,1.26E+07,2.17E+09
2024-06-03,2682.52,46,1.74,2657.81,2690.73,2657.81,782329,1.40E+07,2.19E+09
2024-05-31,2636.52,1.08,0.04,2657.87,2664.48,2635.77,613718,1.64E+07,2.15E+09
2024-05-30,2635.44,-41.86,-1.56,2666.63,2666.63,2635.44,372742,1.11E+07,2.15E+09
2024-05-29,2677.3,-45.55,-1.67,2719.56,2721.63,2677.07,438981,1.31E+07,2.18E+09
2024-05-28,2722.85,-0.14,-0.01,2715.52,2730.12,2714.34,440957,1.16E+07,2.22E+09
2024-05-27,2722.99,35.39,1.32,2697.16,2725.08,2693.66,556710,1.58E+07,2.22E+09
2024-05-24,2687.6,-34.21,-1.26,2693.65,2696.99,2681.17,501639,1.24E+07,2.19E+09
2024-05-23,2721.81,-1.65,-0.06,2719.03,2734.27,2704,428079,1.14E+07,2.22E+09
2024-05-22,2723.46,-0.72,-0.03,2723.46,2733.07,2707.87,484724,1.24E+07,2.22E+09
2024-05-21,2724.18,-17.96,-0.65,2733.03,2734.48,2719.74,560819,1.05E+07,2.22E+09
2024-05-20,2742.14,17.52,0.64,2741.24,2756.41,2734.64,582071,1.25E+07,2.24E+09
2024-05-17,2724.62,-28.38,-1.03,2751.47,2752.17,2724.62,575936,1.10E+07,2.22E+09
2024-05-16,2753,22.66,0.83,2770.27,2773.46,2748.22,521841,1.33E+07,2.25E+09
2024-05-14,2730.34,3.13,0.11,2732.98,2735.82,2722.74,443296,9491100,2.23E+09
2024-05-13,2727.21,-0.42,-0.02,2735.2,2738.38,2713.92,625278,1.31E+07,2.23E+09
2024-05-10,2727.63,15.49,0.57,2737.95,2743.58,2723.21,586133,1.16E+07,2.23E+09
2024-05-09,2712.14,-32.91,-1.2,2743.29,2749.14,2710.25,423811,1.11E+07,2.22E+09
2024-05-08,2745.05,10.69,0.39,2732.11,2745.05,2727.93,436315,1.03E+07,2.24E+09
2024-05-07,2734.36,57.73,2.16,2718.17,2734.36,2716.62,532203,1.12E+07,2.23E+09
2024-05-03,2676.63,-7.02,-0.26,2704.31,2705.26,2676.63,338612,7850447,2.18E+09
2024-05-02,2683.65,-8.41,-0.31,2679.04,2692.47,2678.84,351087,9059053,2.19E+09
2024-04-30,2692.06,4.62,0.17,2693.22,2710.23,2687.29,460084,1.13E+07,2.19E+09
2024-04-29,2687.44,31.11,1.17,2675.46,2687.44,2665.21,470546,1.05E+07,2.19E+09
2024-04-26,2656.33,27.71,1.05,2650.94,2662.1,2641.35,450521,1.01E+07,2.16E+09
2024-04-25,2628.62,-47.13,-1.76,2646.8,2656.51,2628.62,334062,8987959,2.14E+09
2024-04-24,2675.75,52.73,2.01,2662.84,2677.85,2662.84,325740,1.02E+07,2.18E+09
2024-04-23,2623.02,-6.42,-0.24,2632.15,2641.78,2619.72,430276,9948338,2.14E+09
2024-04-22,2629.44,37.58,1.45,2615.72,2629.44,2604.37,401892,1.10E+07,2.14E+09
2024-04-19,2591.86,-42.84,-1.63,2600.69,2609.9,2553.55,809473,1.40E+07,2.11E+09
2024-04-18,2634.7,50.52,1.95,2595.46,2642.03,2593.26,478786,1.06E+07,2.15E+09
2024-04-17,2584.18,-25.45,-0.98,2619.15,2626.63,2584.18,414348,9779318,2.11E+09
2024-04-16,2609.63,-60.8,-2.28,2644.17,2647.6,2601.45,570212,1.23E+07,2.13E+09
2024-04-15,2670.43,-11.39,-0.42,2661.36,2673.26,2641.16,561950,1.05E+07,2.18E+09
2024-04-12,2681.82,-25.14,-0.93,2710.89,2712.45,2678.21,514575,1.19E+07,2.19E+09
2024-04-11,2706.96,1.8,0.07,2665.4,2718.07,2661.92,561333,1.28E+07,2.21E+09
2024-04-09,2705.16,-12.49,-0.46,2733.23,2741.23,2703.96,470184,1.00E+07,2.21E+09
2024-04-08,2717.65,3.44,0.13,2718.76,2725.58,2706.74,620653,1.06E+07,2.22E+09
2024-04-05,2714.21,-27.79,-1.01,2713.96,2730.47,2705.31,621031,1.13E+07,2.22E+09
2024-04-04,2742,35.03,1.29,2738.24,2746.39,2727.1,477953,1.20E+07,2.24E+09
2024-04-03,2706.97,-46.19,-1.68,2730.68,2732.29,2706.97,640806,1.33E+07,2.21E+09
2024-04-02,2753.16,5.3,0.19,2744.15,2760.33,2737.19,630393,1.31E+07,2.25E+09
2024-04-01,2747.86,1.23,0.04,2766.24,2769.87,2747.4,397601,1.01E+07,2.24E+09
2024-03-29,2746.63,0.81,0.03,2757.27,2757.55,2739.12,495496,1.12E+07,2.24E+09
2024-03-28,2745.82,-9.29,-0.34,2753.22,2756.86,2742.68,419278,1.19E+07,2.24E+09
2024-03-27,2755.11,-1.98,-0.07,2745,2762.03,2745,510644,1.25E+07,2.25E+09
2024-03-26,2757.09,19.52,0.71,2756.42,2779.4,2752.27,448301,1.22E+07,2.25E+09
2024-03-25,2737.57,-10.99,-0.4,2756.59,2763.63,2731.7,489620,9979717,2.23E+09
2024-03-22,2748.56,-6.3,-0.23,2751.15,2763.06,2738.18,509545,1.15E+07,2.24E+09
2024-03-21,2754.86,64.72,2.41,2731.18,2755.45,2724.25,825227,1.40E+07,2.24E+09
2024-03-20,2690.14,33.97,1.28,2680.7,2692.52,2674.09,720452,1.27E+07,2.19E+09
2024-03-19,2656.17,-29.67,-1.1,2673.57,2673.57,2645.14,695866,1.07E+07,2.16E+09
2024-03-18,2685.84,19,0.71,2678.52,2688.07,2665.28,408182,9523806,2.19E+09
2024-03-15,2666.84,-51.92,-1.91,2701.91,2705.59,2666.84,584948,1.32E+07,2.17E+09
2024-03-14,2718.76,25.19,0.94,2698.37,2718.76,2696.31,609288,1.41E+07,2.21E+09
2024-03-13,2693.57,11.76,0.44,2694.71,2701.45,2679.54,498760,1.10E+07,2.19E+09
2024-03-12,2681.81,21.97,0.83,2673.47,2686.14,2659.72,403969,9731031,2.18E+09
2024-03-11,2659.84,-20.51,-0.77,2665.58,2677.21,2658.74,391385,8856059,2.17E+09
2024-03-08,2680.35,32.73,1.24,2676.79,2688,2668.38,454260,1.15E+07,2.18E+09
2024-03-07,2647.62,6.13,0.23,2653.98,2660.26,2633.57,462911,1.09E+07,2.16E+09
2024-03-06,2641.49,-7.91,-0.3,2638.84,2649.78,2630.16,378994,1.05E+07,2.15E+09
2024-03-05,2649.4,-24.87,-0.93,2660.8,2684.83,2649.35,457237,1.22E+07,2.16E+09
2024-03-04,2674.27,31.91,1.21,2664.52,2682.8,2662.32,404014,1.27E+07,2.18E+09
2024-02-29,2642.36,-9.93,-0.37,2643.48,2647.56,2628.62,496064,1.30E+07,2.15E+09
2024-02-28,2652.29,27.24,1.04,2629.11,2657.32,2623.15,421553,1.03E+07,2.16E+09
2024-02-27,2625.05,-22.03,-0.83,2654.76,2654.76,2619.38,574302,1.26E+07,2.14E+09
2024-02-26,2647.08,-20.62,-0.77,2657.35,2659.6,2629.78,531661,1.10E+07,2.15E+09
2024-02-23,2667.7,3.43,0.13,2681.03,2694.8,2665.21,415376,1.03E+07,2.17E+09
2024-02-22,2664.27,10.96,0.41,2671.69,2671.69,2653.99,456397,1.03E+07,2.17E+09
2024-02-21,2653.31,-4.48,-0.17,2656.92,2670.95,2644.04,562144,9150151,2.16E+09
2024-02-20,2657.79,-22.47,-0.84,2671.55,2673.84,2643.93,612668,9999238,2.16E+09
2024-02-19,2680.26,31.5,1.19,2653.12,2683.39,2653.12,422699,9820891,2.18E+09
2024-02-16,2648.76,34.96,1.34,2635.63,2648.76,2625.01,593842,1.02E+07,2.16E+09
2024-02-15,2613.8,-6.62,-0.25,2643.81,2643.86,2613.8,621363,1.07E+07,2.13E+09
2024-02-14,2620.42,-29.22,-1.1,2609.6,2627.31,2601.99,543525,1.01E+07,2.13E+09
2024-02-13,2649.64,29.32,1.12,2644.17,2656.87,2640.96,559385,1.33E+07,2.16E+09
2024-02-08,2620.32,10.74,0.41,2620.26,2629.51,2610.21,430009,1.25E+07,2.13E+09
2024-02-07,2609.58,33.38,1.3,2592.59,2625.24,2588.09,518182,1.15E+07,2.12E+09
2024-02-06,2576.2,-15.11,-0.58,2584.2,2599.18,2563.87,411618,1.04E+07,2.10E+09
2024-02-05,2591.31,-24,-0.92,2612.77,2612.77,2562.5,511678,1.25E+07,2.11E+09
2024-02-02,2615.31,72.85,2.87,2559.4,2615.34,2559.39,596121,1.44E+07,2.13E+09
2024-02-01,2542.46,45.37,1.82,2491.93,2542.46,2491.93,751075,1.35E+07,2.07E+09
2024-01-31,2497.09,-1.72,-0.07,2487.9,2502.45,2486.97,454574,9000430,2.03E+09
2024-01-30,2498.81,-1.84,-0.07,2523.68,2528.54,2498.81,481809,8734431,2.03E+09
2024-01-29,2500.65,22.09,0.89,2490.93,2516.92,2483.81,427440,8958521,2.03E+09
2024-01-26,2478.56,8.22,0.33,2458.05,2502.61,2453.45,292662,7144493,2.01E+09
2024-01-25,2470.34,0.65,0.03,2467.73,2474.01,2452.36,357234,8124338,2.00E+09
2024-01-24,2469.69,-8.92,-0.36,2476.22,2476.22,2454.34,395464,7446527,2.00E+09
2024-01-23,2478.61,14.26,0.58,2478.32,2482.84,2464.24,472284,8029400,2.01E+09
2024-01-22,2464.35,-8.39,-0.34,2489.57,2490.69,2464.35,388046,8419916,2.00E+09
2024-01-19,2472.74,32.7,1.34,2468.43,2479,2455.5,518807,9174537,2.01E+09
2024-01-18,2440.04,4.14,0.17,2439.96,2453.97,2429.12,571507,8300178,1.98E+09
2024-01-17,2435.9,-61.69,-2.47,2501.23,2503.91,2435.34,965595,1.13E+07,1.98E+09
2024-01-16,2497.59,-28.4,-1.12,2516.27,2524.35,2491.13,659579,8828509,2.02E+09
