일자,종가,대비,등락률,시가,고가,저가,거래량,거래대금,상장시가총액
2024-01-15,2525.99,0.94,0.04,2525.69,2536.06,2515.84,802102,8182707,2.05E+09
2024-01-12,2525.05,-15.22,-0.6,2536.55,2543.83,2517.76,790177,8368766,2.05E+09
2024-01-11,2540.27,-1.71,-0.07,2543.03,2557.3,2540.27,788423,1.37E+07,2.04E+09
2024-01-10,2541.98,-19.26,-0.75,2563.97,2568.19,2539.82,570021,8795835,2.05E+09
2024-01-09,2561.24,-6.58,-0.26,2598.31,2599.37,2556,791214,8896714,2.06E+09
2024-01-08,2567.82,-10.26,-0.4,2584.23,2591.68,2566.34,320144,6763632,2.07E+09
2024-01-05,2578.08,-8.94,-0.35,2586.89,2592.29,2572.6,522290,8384473,2.08E+09
2024-01-04,2587.02,-20.29,-0.78,2592.44,2602.64,2580.09,770176,8992274,2.08E+09
2024-01-03,2607.31,-62.5,-2.34,2643.54,2643.72,2607.31,463132,1.01E+07,2.10E+09
2024-01-02,2669.81,14.53,0.55,2645.47,2675.8,2641.88,409872,9628190,2.15E+09
2023-12-28,2655.28,41.78,1.6,2616.27,2655.28,2611.72,460087,9418930,2.13E+09
2023-12-27,2613.5,10.91,0.42,2599.35,2613.5,2590.08,349733,1.04E+07,2.09E+09
2023-12-26,2602.59,3.08,0.12,2609.44,2612.14,2594.65,440428,9582766,2.09E+09
2023-12-22,2599.51,-0.51,-0.02,2617.72,2621.37,2599.51,465967,8848288,2.08E+09
2023-12-21,2600.02,-14.28,-0.55,2598.37,2610.81,2587.16,578335,9467809,2.08E+09
2023-12-20,2614.3,45.75,1.78,2586.99,2615.38,2584.85,570423,1.12E+07,2.09E+09
2023-12-19,2568.55,1.69,0.07,2564.81,2570.06,2556.52,392497,8418111,2.05E+09
2023-12-18,2566.86,3.3,0.13,2568.77,2573.13,2556.05,384828,1.02E+07,2.05E+09
2023-12-15,2563.56,19.38,0.76,2558.44,2574.23,2555.3,465314,1.29E+07,2.05E+09
2023-12-14,2544.18,33.52,1.34,2547.74,2549.65,2532.16,530123,1.30E+07,2.04E+09
2023-12-13,2510.66,-24.61,-0.97,2531.23,2531.23,2509.89,377934,7513617,2.01E+09
2023-12-12,2535.27,9.91,0.39,2535.11,2543.06,2529.74,378034,7732530,2.03E+09
2023-12-11,2525.36,7.51,0.3,2524.79,2528.89,2512.45,435004,8260508,2.02E+09
2023-12-08,2517.85,25.78,1.03,2510.24,2521.58,2507.14,431797,7916793,2.01E+09
2023-12-07,2492.07,-3.31,-0.13,2493.14,2499.73,2481,446877,8127636,1.99E+09
2023-12-06,2495.38,1.1,0.04,2503.57,2509.67,2495.38,390989,7685320,2.00E+09
2023-12-05,2494.28,-20.67,-0.82,2507.45,2509.74,2492.55,427067,8300522,2.00E+09
2023-12-04,2514.95,9.94,0.4,2522.22,2525.63,2510.52,498861,8772367,2.01E+09
2023-12-01,2505.01,-30.28,-1.19,2520.49,2520.49,2504.06,516596,8837750,2.00E+09
2023-11-30,2535.29,15.48,0.61,2512.11,2535.29,2507.8,664284,1.20E+07,2.03E+09
2023-11-29,2519.81,-1.95,-0.08,2518.8,2523.98,2501.44,579271,9428200,2.02E+09
2023-11-28,2521.76,26.1,1.05,2506.14,2522.45,2502.26,443090,8753424,2.02E+09
2023-11-27,2495.66,-0.97,-0.04,2501.83,2511.37,2489.18,364744,8376476,1.99E+09
2023-11-24,2496.63,-18.33,-0.73,2517.88,2521.56,2496.63,359383,6537961,2.00E+09
2023-11-23,2514.96,3.26,0.13,2515.83,2522.2,2507.3,360874,6577868,2.01E+09
2023-11-22,2511.7,1.28,0.05,2493.17,2516.72,2490.43,439485,7755316,2.01E+09
2023-11-21,2510.42,19.22,0.77,2504.7,2517.74,2500.91,345055,7713377,2.01E+09
2023-11-20,2491.2,21.35,0.86,2464.72,2499.75,2464.04,323806,6586445,1.99E+09
2023-11-17,2469.85,-18.33,-0.74,2477.43,2481.1,2463.59,388974,8129523,1.97E+09
2023-11-16,2488.18,1.51,0.06,2483.48,2491.98,2472.69,407441,6806414,1.99E+09
2023-11-15,2486.67,53.42,2.2,2482.21,2487.42,2468.43,419843,9328219,1.98E+09
2023-11-14,2433.25,29.49,1.23,2424.93,2442.37,2422.97,306964,6382101,1.94E+09
2023-11-13,2403.76,-5.9,-0.24,2431.24,2435.32,2399.04,307123,5934173,1.92E+09
2023-11-10,2409.66,-17.42,-0.72,2406.4,2413.62,2393.64,312468,5825602,1.92E+09
2023-11-09,2427.08,5.46,0.23,2425.93,2437.9,2413.04,395031,7288448,1.93E+09
2023-11-08,2421.62,-22.34,-0.91,2460.22,2468.43,2418.14,467217,7667332,1.93E+09
2023-11-07,2443.96,-58.41,-2.33,2476.35,2476.35,2418.74,457676,1.21E+07,1.95E+09
2023-11-06,2502.37,134.03,5.66,2399.8,2502.37,2395.03,528585,1.52E+07,1.99E+09
2023-11-03,2368.34,25.22,1.08,2365.59,2370.28,2351.83,578662,8040958,1.89E+09
2023-11-02,2343.12,41.56,1.81,2334.96,2351.91,2333.41,377462,7679305,1.87E+09
2023-11-01,2301.56,23.57,1.03,2292.89,2312.15,2288.64,358157,6739278,1.84E+09
2023-10-31,2277.99,-32.56,-1.41,2318.39,2322.45,2273.97,394982,8233073,1.82E+09
2023-10-30,2310.55,7.74,0.34,2292.34,2317.75,2292.34,444842,6954633,1.84E+09
2023-10-27,2302.81,3.73,0.16,2311.59,2321.84,2293.05,514876,8009948,1.83E+09
2023-10-26,2299.08,-64.09,-2.71,2325.82,2330.55,2299.08,531073,9251519,1.83E+09
2023-10-25,2363.17,-20.34,-0.85,2389.23,2389.9,2362.69,440807,7832203,1.88E+09
2023-10-24,2383.51,26.49,1.12,2371.55,2384.14,2326.67,444165,7949285,1.90E+09
2023-10-23,2357.02,-17.98,-0.76,2370.07,2375.79,2354.7,395930,7117567,1.88E+09
2023-10-20,2375,-40.8,-1.69,2391.54,2394.67,2364.01,521208,9295958,1.89E+09
2023-10-19,2415.8,-46.8,-1.9,2431.92,2433.45,2412.55,756947,9054474,1.92E+09
2023-10-18,2462.6,2.43,0.1,2452.05,2465.33,2450.78,911546,8897571,1.96E+09
2023-10-17,2460.17,23.93,0.98,2454.14,2466.87,2449.42,509375,7711250,1.96E+09
2023-10-16,2436.24,-19.91,-0.81,2442.43,2453.77,2422.52,788356,8393100,1.94E+09
2023-10-13,2456.15,-23.67,-0.95,2460.85,2466.62,2452.83,582884,7164460,1.96E+09
2023-10-12,2479.82,29.74,1.21,2465.19,2479.82,2464.84,515452,8929118,1.97E+09
2023-10-11,2450.08,47.5,1.98,2436.52,2463.56,2436.52,446949,9140843,1.95E+09
2023-10-10,2402.58,-6.15,-0.26,2436.58,2448.24,2402.44,416004,9505946,1.91E+09
2023-10-06,2408.73,5.13,0.21,2408.81,2421.18,2403.92,289392,6522751,1.92E+09
2023-10-05,2403.6,-2.09,-0.09,2423.35,2426.61,2402.5,451722,9141361,1.91E+09
2023-10-04,2405.69,-59.38,-2.41,2435.78,2435.78,2402.84,424859,1.02E+07,1.91E+09
2023-09-27,2465.07,2.1,0.09,2447.99,2469.72,2445.51,366241,6761281,1.96E+09
2023-09-26,2462.97,-32.79,-1.31,2493.64,2495,2461.59,427476,7060837,1.95E+09
2023-09-25,2495.76,-12.37,-0.49,2504.1,2509.38,2486.44,438615,7459545,1.98E+09
2023-09-22,2508.13,-6.84,-0.27,2491.45,2513.26,2486.14,433184,7063028,1.99E+09
2023-09-21,2514.97,-44.77,-1.75,2544.81,2549.63,2514.96,394676,7803097,2.00E+09
2023-09-20,2559.74,0.53,0.02,2556.55,2566.62,2551.12,414668,7571716,2.03E+09
2023-09-19,2559.21,-15.51,-0.6,2579.36,2583.25,2555.46,462342,7827325,2.03E+09
2023-09-18,2574.72,-26.56,-1.02,2588.69,2596.55,2573.26,416290,8772091,2.04E+09
2023-09-15,2601.28,28.39,1.1,2574.98,2611,2572.37,441730,1.20E+07,2.06E+09
2023-09-14,2572.89,38.19,1.51,2544.89,2572.89,2541.11,412509,9577503,2.04E+09
2023-09-13,2534.7,-1.88,-0.07,2536.22,2549.38,2528.18,417576,9270999,2.01E+09
2023-09-12,2536.58,-20.3,-0.79,2566.42,2568.55,2535.15,359410,8927207,2.01E+09
2023-09-11,2556.88,9.2,0.36,2549.88,2556.89,2540.44,411070,8340733,2.03E+09
2023-09-08,2547.68,-0.58,-0.02,2546.07,2550.96,2530.05,396289,7718993,2.02E+09
2023-09-07,2548.26,-15.08,-0.59,2554.87,2562.42,2539.24,377271,8325827,2.02E+09
2023-09-06,2563.34,-18.84,-0.73,2577.41,2585.98,2560.09,422126,7626693,2.03E+09
2023-09-05,2582.18,-2.37,-0.09,2578.91,2586.65,2575.19,384579,7590069,2.05E+09
2023-09-04,2584.55,20.84,0.81,2566.93,2584.55,2560.32,342073,8699609,2.05E+09
2023-09-01,2563.71,7.44,0.29,2551.93,2568.42,2551.04,493367,1.00E+07,2.03E+09
2023-08-31,2556.27,-4.95,-0.19,2564.45,2568.06,2547.72,473169,1.13E+07,2.03E+09
2023-08-30,2561.22,9.06,0.35,2575.42,2578.62,2561.22,364003,7765445,2.03E+09
2023-08-29,2552.16,8.75,0.34,2550.76,2556.98,2545.27,441366,8275017,2.02E+09
2023-08-28,2543.41,24.27,0.96,2534.42,2543.41,2525.64,483588,8221906,2.02E+09
2023-08-25,2519.14,-18.54,-0.73,2505.39,2526.37,2502.05,577384,8302851,2.00E+09
2023-08-24,2537.68,32.18,1.28,2531.78,2539.44,2520.73,441140,1.01E+07,2.01E+09
2023-08-23,2505.5,-10.24,-0.41,2510,2517.51,2499.89,547170,8577994,1.99E+09
2023-08-22,2515.74,6.94,0.28,2528.39,2533.43,2509.53,471809,9270272,1.99E+09
2023-08-21,2508.8,4.3,0.17,2511.7,2524.41,2505.59,399459,8524818,1.99E+09
2023-08-18,2504.5,-15.35,-0.61,2495.18,2519.6,2489.63,557785,1.08E+07,1.99E+09
2023-08-17,2519.85,-5.79,-0.23,2512.92,2520.56,2482.06,735133,1.07E+07,2.00E+09
2023-08-16,2525.64,-45.23,-1.76,2550.13,2550.53,2520.87,685136,1.20E+07,2.00E+09
2023-08-14,2570.87,-20.39,-0.79,2586.51,2592.91,2561.88,624378,9995329,2.04E+09
2023-08-11,2591.26,-10.3,-0.4,2611.25,2616.84,2589.94,675390,1.05E+07,2.05E+09
2023-08-10,2601.56,-3.56,-0.14,2592.4,2601.56,2590.02,568155,1.13E+07,2.06E+09
2023-08-09,2605.12,31.14,1.21,2580.6,2608.98,2576.21,467527,1.03E+07,2.06E+09
2023-08-08,2573.98,-6.73,-0.26,2598.29,2601.41,2568.15,638419,1.24E+07,2.04E+09
2023-08-07,2580.71,-22.09,-0.85,2591.58,2607.36,2580.71,504071,1.19E+07,2.04E+09
2023-08-04,2602.8,-2.59,-0.1,2606.17,2612.3,2598.38,645750,1.10E+07,2.06E+09
2023-08-03,2605.39,-11.08,-0.42,2624.76,2625.45,2591.3,789416,1.49E+07,2.06E+09
2023-08-02,2616.47,-50.6,-1.9,2651.53,2660.9,2611.77,704674,1.60E+07,2.07E+09
2023-08-01,2667.07,34.49,1.31,2644.34,2668.21,2639.1,493643,1.59E+07,2.11E+09
2023-07-31,2632.58,24.26,0.93,2628.87,2639.45,2622.21,454243,1.57E+07,2.09E+09
2023-07-28,2608.32,4.51,0.17,2593.67,2609.54,2586.33,503267,1.68E+07,2.07E+09
2023-07-27,2603.81,11.45,0.44,2599.82,2617.61,2586.36,594163,2.41E+07,2.06E+09
2023-07-26,2592.36,-44.1,-1.67,2638.76,2639.21,2580.98,834107,3.63E+07,2.05E+09
2023-07-25,2636.46,7.93,0.3,2643.35,2646.71,2621.6,723472,1.92E+07,2.09E+09
2023-07-24,2628.53,18.77,0.72,2608.47,2636.06,2595.21,529363,1.91E+07,2.08E+09
2023-07-21,2609.76,9.53,0.37,2581.06,2609.76,2570.58,501872,1.23E+07,2.07E+09
2023-07-20,2600.23,-8.01,-0.31,2595.38,2611.34,2589.29,372365,9473224,2.06E+09
2023-07-19,2608.24,0.62,0.02,2622.24,2622.54,2598.52,440074,1.12E+07,2.07E+09
2023-07-18,2607.62,-11.38,-0.43,2624.59,2626.89,2600.67,493202,1.20E+07,2.07E+09
2023-07-17,2619,-9.3,-0.35,2617.67,2627.12,2611.55,550570,1.17E+07,2.08E+09
2023-07-14,2628.3,37.07,1.43,2607.47,2628.3,2603.36,569815,1.43E+07,2.09E+09
2023-07-13,2591.23,16.51,0.64,2589.89,2602.21,2587.75,585661,1.33E+07,2.06E+09
2023-07-12,2574.72,12.23,0.48,2557.61,2574.73,2554.26,696924,1.32E+07,2.04E+09
2023-07-11,2562.49,41.79,1.66,2538.84,2562.49,2534.48,594135,1.06E+07,2.03E+09
2023-07-10,2520.7,-6.01,-0.24,2528.08,2539.63,2517.67,561821,9698696,2.00E+09
2023-07-07,2526.71,-29.58,-1.16,2547.41,2547.41,2515.07,613265,1.04E+07,2.01E+09
2023-07-06,2556.29,-22.71,-0.88,2574.75,2575.45,2550.67,531900,1.03E+07,2.03E+09
2023-07-05,2579,-14.31,-0.55,2593.47,2601.99,2578.66,601089,1.03E+07,2.05E+09
2023-07-04,2593.31,-9.16,-0.35,2604.72,2607.66,2591.86,674411,9160796,2.06E+09
2023-07-03,2602.47,38.19,1.49,2580.89,2604.63,2580.49,618006,8973590,2.07E+09
2023-06-30,2564.28,14.26,0.56,2558.43,2571.03,2541.72,510934,8209121,2.04E+09
2023-06-29,2550.02,-14.17,-0.55,2564.02,2577.69,2550.02,604509,8824942,2.02E+09
2023-06-28,2564.19,-17.2,-0.67,2590.52,2590.52,2559.46,488768,8814329,2.04E+09
2023-06-27,2581.39,-0.81,-0.03,2581.02,2582,2568.52,538509,8592192,2.05E+09
2023-06-26,2582.2,12.1,0.47,2568.65,2585.31,2562.03,481751,8437663,2.05E+09
2023-06-23,2570.1,-23.6,-0.91,2599.04,2600.81,2568.07,528307,8548517,2.04E+09
2023-06-22,2593.7,11.07,0.43,2575.65,2597.76,2575.65,613221,8937920,2.06E+09
2023-06-21,2582.63,-22.28,-0.86,2599.19,2600.97,2579.52,659798,1.07E+07,2.05E+09
2023-06-20,2604.91,-4.59,-0.18,2602.83,2610.03,2596.82,722541,1.09E+07,2.07E+09
2023-06-19,2609.5,-16.29,-0.62,2618.06,2619.44,2600.49,719549,1.11E+07,2.07E+09
2023-06-16,2625.79,17.25,0.66,2623.57,2625.79,2612.21,673673,1.26E+07,2.08E+09
2023-06-15,2608.54,-10.54,-0.4,2629.24,2634.22,2602.52,582437,1.15E+07,2.07E+09
2023-06-14,2619.08,-18.87,-0.72,2640.81,2642.86,2614.25,654404,1.31E+07,2.08E+09
2023-06-13,2637.95,8.6,0.33,2644.43,2645.62,2633.52,694321,1.12E+07,2.09E+09
2023-06-12,2629.35,-11.81,-0.45,2647.49,2650.45,2623.43,557056,9365137,2.08E+09
2023-06-09,2641.16,30.31,1.16,2624.15,2644.7,2618.45,583219,1.11E+07,2.09E+09
2023-06-08,2610.85,-4.75,-0.18,2609.21,2612.39,2595.33,581325,1.15E+07,2.07E+09
2023-06-07,2615.6,0.19,0.01,2623.46,2629.92,2613.68,537617,1.02E+07,2.07E+09
2023-06-05,2615.41,14.05,0.54,2617.43,2618.62,2608.01,545880,8566307,2.07E+09
2023-06-02,2601.36,32.19,1.25,2586.27,2601.38,2583.88,569620,9383535,2.06E+09
2023-06-01,2569.17,-7.95,-0.31,2572.56,2580.15,2565,675233,9168502,2.03E+09
2023-05-31,2577.12,-8.4,-0.32,2586.03,2596.31,2575.98,686187,1.51E+07,2.04E+09
2023-05-30,2585.52,26.71,1.04,2582.41,2586.22,2574.82,641647,1.11E+07,2.05E+09
2023-05-26,2558.81,4.12,0.16,2561.94,2567.5,2553.79,634759,9401899,2.03E+09
2023-05-25,2554.69,-12.76,-0.5,2570.64,2575.05,2551.49,917553,9416539,2.02E+09
2023-05-24,2567.45,-0.1,0,2557.11,2572.21,2555.04,1072440,7900596,2.03E+09
2023-05-23,2567.55,10.47,0.41,2565.8,2577.32,2561.1,576045,7443353,2.03E+09
2023-05-22,2557.08,19.29,0.76,2540.03,2564.09,2533.5,593620,8214575,2.03E+09
2023-05-19,2537.79,22.39,0.89,2530.83,2538.31,2524.89,570097,9199949,2.01E+09
2023-05-18,2515.4,20.74,0.83,2511.09,2515.4,2500.01,572765,7782864,1.99E+09
2023-05-17,2494.66,14.42,0.58,2479.65,2498.37,2475.02,564412,7218306,1.98E+09
2023-05-16,2480.24,0.89,0.04,2494.4,2498.54,2474.9,628744,8086956,1.96E+09
2023-05-15,2479.35,3.93,0.16,2469.8,2479.35,2455.99,484565,6920285,1.96E+09
2023-05-12,2475.42,-15.58,-0.63,2487.35,2487.35,2472.45,798230,8589238,1.96E+09
2023-05-11,2491,-5.51,-0.22,2505.57,2513.82,2490.08,648134,9002407,1.97E+09
2023-05-10,2496.51,-13.55,-0.54,2505.96,2510.13,2488.42,635635,8906697,1.98E+09
2023-05-09,2510.06,-3.15,-0.13,2512.34,2514.81,2495.63,751647,9351367,1.99E+09
2023-05-08,2513.21,12.27,0.49,2518.53,2525.84,2511.13,655536,9213044,1.99E+09
2023-05-04,2500.94,-0.46,-0.02,2494.82,2502.14,2486.09,810178,1.00E+07,1.98E+09
2023-05-03,2501.4,-22.99,-0.91,2510.19,2514.37,2497.83,889609,9865861,1.98E+09
2023-05-02,2524.39,22.86,0.91,2504.01,2524.42,2503.21,701399,9942387,2.00E+09
2023-04-28,2501.53,5.72,0.23,2511.79,2517.13,2489.58,777535,1.40E+07,1.98E+09
2023-04-27,2495.81,10.98,0.44,2484.31,2499.01,2465.83,733500,1.11E+07,1.97E+09
2023-04-26,2484.83,-4.19,-0.17,2489.49,2498.56,2481.38,1089216,1.24E+07,1.96E+09
2023-04-25,2489.02,-34.48,-1.37,2531.35,2531.35,2472.33,886422,1.37E+07,1.97E+09
2023-04-24,2523.5,-20.9,-0.82,2538.36,2541.89,2518.73,927191,1.16E+07,2.00E+09
2023-04-21,2544.4,-18.71,-0.73,2556.7,2559.44,2532.32,970398,1.26E+07,2.01E+09
2023-04-20,2563.11,-11.97,-0.46,2566.06,2573.94,2552.06,951423,1.24E+07,2.03E+09
2023-04-19,2575.08,3.99,0.16,2570.06,2582.11,2568.46,956994,1.28E+07,2.04E+09
2023-04-18,2571.09,-4.82,-0.19,2582.23,2582.23,2557.19,896932,1.41E+07,2.03E+09
2023-04-17,2575.91,4.42,0.17,2570.3,2577.08,2561.14,775752,1.28E+07,2.04E+09
2023-04-14,2571.49,9.83,0.38,2580.1,2581.74,2560.53,892446,1.31E+07,2.03E+09
2023-04-13,2561.66,11.02,0.43,2534.71,2561.66,2531.07,841719,1.20E+07,2.02E+09
2023-04-12,2550.64,2.78,0.11,2546.36,2561.37,2536.23,900750,1.44E+07,2.02E+09
2023-04-11,2547.86,35.78,1.42,2523.33,2550.97,2514.42,768176,1.41E+07,2.01E+09
2023-04-10,2512.08,21.67,0.87,2491.68,2519.99,2490.17,717648,1.35E+07,1.99E+09
2023-04-07,2490.41,31.18,1.27,2478.64,2493.06,2473.89,586993,1.13E+07,1.97E+09
2023-04-06,2459.23,-35.98,-1.44,2488,2488,2458.5,751378,1.13E+07,1.94E+09
2023-04-05,2495.21,14.7,0.59,2482.61,2497.61,2478.67,632720,9811877,1.97E+09
2023-04-04,2480.51,8.17,0.33,2475.87,2489.71,2472.79,832555,1.35E+07,1.96E+09
2023-04-03,2472.34,-4.52,-0.18,2485.81,2485.81,2467.59,811724,1.13E+07,1.95E+09
2023-03-31,2476.86,23.7,0.97,2459.94,2481.24,2456.54,722612,1.29E+07,1.96E+09
2023-03-30,2453.16,9.24,0.38,2452.97,2462.7,2439.43,629052,1.08E+07,1.94E+09
2023-03-29,2443.92,8.98,0.37,2432.63,2443.95,2428.61,497218,8829889,1.93E+09
2023-03-28,2434.94,25.72,1.07,2418.69,2434.94,2415.34,524016,8812618,1.92E+09
2023-03-27,2409.22,-5.74,-0.24,2423.94,2423.94,2395.97,472847,8534650,1.90E+09
2023-03-24,2414.96,-9.52,-0.39,2421.27,2423.76,2399.49,470659,9248184,1.91E+09
2023-03-23,2424.48,7.52,0.31,2398.27,2424.48,2397.91,567704,1.04E+07,1.91E+09
2023-03-22,2416.96,28.61,1.2,2411.25,2417.47,2402.78,501412,7890323,1.91E+09
2023-03-21,2388.35,9.15,0.38,2396.54,2399.52,2383.17,355195,7269040,1.89E+09
2023-03-20,2379.2,-16.49,-0.69,2391.87,2405.99,2378.7,346034,6072911,1.88E+09
2023-03-17,2395.69,17.78,0.75,2403.7,2405.35,2382.8,364176,8617060,1.89E+09
2023-03-16,2377.91,-1.81,-0.08,2357.98,2382.79,2346.11,320194,7865787,1.88E+09
2023-03-15,2379.72,30.75,1.31,2380.09,2395.36,2370.77,443751,7591756,1.88E+09
2023-03-14,2348.97,-61.63,-2.56,2390.36,2390.78,2348.19,485076,7794604,1.86E+09
2023-03-13,2410.6,16.01,0.67,2400.45,2413.24,2369.79,380740,7702302,1.90E+09
2023-03-10,2394.59,-24.5,-1.01,2389.82,2400.87,2383.19,413411,7875520,1.89E+09
2023-03-09,2419.09,-12.82,-0.53,2440.79,2444.2,2416.25,476375,1.04E+07,1.91E+09
2023-03-08,2431.91,-31.44,-1.28,2435.58,2442.61,2426.52,438359,9967055,1.92E+09
2023-03-07,2463.35,0.73,0.03,2457.04,2475.73,2455.65,450481,1.07E+07,1.95E+09
2023-03-06,2462.62,30.55,1.26,2452.46,2464.45,2441.07,418814,9781226,1.95E+09
2023-03-03,2432.07,4.22,0.17,2438.73,2442.1,2423.08,371882,7845380,1.92E+09
2023-03-02,2427.85,15,0.62,2414.61,2440.59,2411.85,428342,9660274,1.92E+09
2023-02-28,2412.85,10.21,0.42,2417.58,2431.67,2407.29,529790,9274200,1.91E+09
2023-02-27,2402.64,-20.97,-0.87,2405.42,2405.56,2383.76,357218,6598230,1.90E+09
2023-02-24,2423.61,-15.48,-0.63,2442.49,2452.97,2421.47,369900,6991100,1.92E+09
2023-02-23,2439.09,21.41,0.89,2430.01,2449.62,2422.62,400992,7451977,1.93E+09
2023-02-22,2417.68,-41.28,-1.68,2430.87,2435.98,2416.16,427482,8386250,1.91E+09
2023-02-21,2458.96,3.84,0.16,2457.51,2466.07,2446,494661,7333623,1.94E+09
2023-02-20,2455.12,3.91,0.16,2453.25,2463.17,2430.27,390013,7535474,1.94E+09
2023-02-17,2451.21,-24.27,-0.98,2447.66,2471.51,2445.74,514047,8364504,1.94E+09
2023-02-16,2475.48,47.58,1.96,2444.06,2475.99,2442.07,388027,9170363,1.96E+09
2023-02-15,2427.9,-37.74,-1.53,2473.09,2473.44,2424.16,387067,8758718,1.92E+09
2023-02-14,2465.64,12.94,0.53,2471.33,2480.34,2459.83,349432,6738874,1.95E+09
2023-02-13,2452.7,-17.03,-0.69,2461.96,2462.58,2440.86,486399,7371041,1.94E+09
2023-02-10,2469.73,-11.79,-0.48,2470.65,2473.8,2454.74,662366,8402619,1.95E+09
2023-02-09,2481.52,-2.12,-0.09,2470.66,2487.14,2466.61,610694,8986377,1.96E+09
2023-02-08,2483.64,31.93,1.3,2469.42,2487.35,2465.96,415677,8001678,1.97E+09
2023-02-07,2451.71,13.52,0.55,2440.14,2456.17,2432.4,451159,7594011,1.94E+09
2023-02-06,2438.19,-42.21,-1.7,2461.82,2469.42,2438.04,566819,7671311,1.93E+09
2023-02-03,2480.4,11.52,0.47,2466.54,2485.08,2460.21,496861,8027061,1.96E+09
2023-02-02,2468.88,19.08,0.78,2481.94,2486.2,2454.6,693116,9121678,1.95E+09
2023-02-01,2449.8,24.72,1.02,2446.03,2453.29,2433.37,666296,8596021,1.94E+09
2023-01-31,2425.08,-25.39,-1.04,2449.92,2457.48,2423.37,617196,1.04E+07,1.92E+09
2023-01-30,2450.47,-33.55,-1.35,2484.64,2491.13,2446.59,475410,9220413,1.94E+09
2023-01-27,2484.02,15.37,0.62,2474.52,2497.4,2464.53,509288,9092447,1.97E+09
2023-01-26,2468.65,40.08,1.65,2436.18,2468.65,2426.4,486832,8206399,1.95E+09
2023-01-25,2428.57,33.31,1.39,2426.58,2432.71,2421.51,550087,6665406,1.92E+09
2023-01-20,2395.26,14.92,0.63,2380,2395.97,2372.57,302507,5025541,1.90E+09
2023-01-19,2380.34,12.02,0.51,2354.56,2380.34,2354.56,370099,5448179,1.88E+09
2023-01-18,2368.32,-11.07,-0.47,2380.36,2383,2356.84,537393,5498577,1.87E+09
2023-01-17,2379.39,-20.47,-0.85,2400.92,2404,2374.65,536811,6314018,1.88E+09
2023-01-16,2399.86,13.77,0.58,2390.06,2410.22,2387.61,517762,6532807,1.90E+09
2023-01-13,2386.09,20.99,0.89,2377.34,2397.01,2375.78,862230,6976741,1.89E+09
2023-01-12,2365.1,5.57,0.24,2376.72,2377.8,2358.33,580433,7837777,1.87E+09
2023-01-11,2359.53,8.22,0.35,2364.05,2369.66,2350.36,369011,6297145,1.87E+09
2023-01-10,2351.31,1.12,0.05,2348.04,2370.18,2344.18,359914,6702908,1.86E+09
2023-01-09,2350.19,60.22,2.63,2315.87,2351.06,2312.56,342096,7028981,1.86E+09
2023-01-06,2289.97,25.32,1.12,2253.4,2300.62,2253.27,398607,6764112,1.81E+09
2023-01-05,2264.65,8.67,0.38,2268.2,2281.39,2252.97,430977,7521178,1.79E+09
2023-01-04,2255.98,37.3,1.68,2205.98,2260.06,2198.82,412841,6487598,1.78E+09
2023-01-03,2218.68,-6.99,-0.31,2230.98,2230.98,2180.67,410245,6149083,1.75E+09
2023-01-02,2225.67,-10.73,-0.48,2249.95,2259.88,2222.37,346345,5200138,1.76E+09
